"relative_path","bytes","sha256"
"01_正式知识源_70文件\EVID_GB34330_2025.md","31158","039911b2cd1c27abdd8dd3fb3a46b65c6e420b77ce83a6243dcc75422fd067c5"
"01_正式知识源_70文件\EVID_GB5085_1.md","6541","7c2f33607349cd1a177529161eeb8d1c5b971d076b30c2b2803da94ee2274923"
"01_正式知识源_70文件\EVID_GB5085_2.md","7505","e10589917cca45893da4f763e2541f5880621d3eb26ac81f3c6fdb680f458ab2"
"01_正式知识源_70文件\EVID_GB5085_3.md","425334","0a419a83bf41f111b1014cce0d28e114dfa75417fb4fcd8de355e8ad3b14bb78"
"01_正式知识源_70文件\EVID_GB5085_4.md","9644","3b8c20455996af79752dd24f0b19bef4980037b07803ad257b624e2e9f38e6b3"
"01_正式知识源_70文件\EVID_GB5085_5.md","10623","bd1c7728fdeddeb513dfcc36ae323c1e6ef8cb0110eb3cdbb1737014c8f01b90"
"01_正式知识源_70文件\EVID_GB5085_6.md","190754","856a73ffde9e722316bf5ff5454674a59908dba94477ba06c096fc8739c5b40d"
"01_正式知识源_70文件\EVID_GB5085_7_2019.md","8085","f9dc4c0642bee7c66bd7d0eb414624b11f9a15138c6d1f46606be32011ba4777"
"01_正式知识源_70文件\EVID_GD_SOLID_WASTE_REG.md","26479","daa4864eaa0a455867536a5a32911058fbae27696d97551d247c1295311c84e4"
"01_正式知识源_70文件\EVID_HJ298_2019.md","24463","439aabdacd1fc480ed577ef4acf6fd26714344b56cb92e6e59cfd9fd3087a9fc"
"01_正式知识源_70文件\EVID_HW_LIST_2021.md","79135","3d6587107dfe2af33462a9f504fd5746e8177e5c10b47479daf4799118e47c9e"
"01_正式知识源_70文件\EVID_HW_LIST_2025.md","82958","ff593a895d7a1999484b5ad242b450f57742f4a4d6adbf0cce66bf2f274715ef"
"01_正式知识源_70文件\EVID_NOISE_FOSHAN_2024.md","121312","25653d6d9c0bbf1bff251ad5c8de5b6502d1fcf67df261cd8bf3795348f764e4"
"01_正式知识源_70文件\EVID_SOLID_WASTE_LAW_2020.md","57644","813273090f735ff68f474feb8ac35f33d5e7e1a3ca92627b7be776b502b663d3"
"01_正式知识源_70文件\GB_12348-2008.md","16412","d8b1ab8db64013c43ed7f93de0a6534974cbf210cbfdfda47ab87ea6513b42c5"
"01_正式知识源_70文件\GB_14554-93.md","10710","ec30cff8b2856a700618017a7f2b548111b9e421df18959bfd88f8ef6fb55dd7"
"01_正式知识源_70文件\GB_16297-1996.md","48059","61f707c466831caa53082a360cd5af37f595e1a9b21ce95f74e89e76f29bbf10"
"01_正式知识源_70文件\GB_18597-2023.md","20220","805c19df30859a20df99ca05f13ac2f3484fe36c3d568b243d1b29fdd82d74bf"
"01_正式知识源_70文件\GB_18599-2020.md","26764","bfe9daafab090c164d291523bb33411fa1893c71e0eff2a6af162542db44a35b"
"01_正式知识源_70文件\GB_3095-2012.md","19189","cb39c81db4410d07d47df6ee57f3962b1ee80070859d164246fae4532b60b95d"
"01_正式知识源_70文件\GB_3096-2008.md","28688","8a730ba3830b721e7f81b752c47547a2d24ae1c9327550fd472f123586b19ed0"
"01_正式知识源_70文件\GB_31572-2015.md","59624","6832b4a13d2dbdd0eec35f9cfa2681950d32d7ec0dfb08a5ec3ab0772f632fe5"
"01_正式知识源_70文件\GB_33372-2020.md","33873","838e54d4c54fb891d3cf9c3d33404ed44ccbe4a7d9c06a5655b2b712944ec867"
"01_正式知识源_70文件\GB_37822-2019.md","34850","f4832638f7a74ca1958562fc5281fd3d1d1a4cdaba39cd073bc0c6178e48e030"
"01_正式知识源_70文件\GB_3838-2002.md","32995","10f73c7a954df549a25ea19cf497c0de59ea062fa2d455b4c2c9e0568e505eec"
"01_正式知识源_70文件\GB_38508-2020.md","8173","35b4850ca9ed2fd911027b85c52629424a10b9b01e97fb7a48ad4b175051ae67"
"01_正式知识源_70文件\GB_41616-2022.md","26707","0110e66b65b1317394d237899fd8bed8fcb83aa4ef51fcaa922a4d00418f994d"
"01_正式知识源_70文件\GB_T_18920-2020.md","9659","25eef0be2ba14686c217afe7a4adeb0c0c1a84f290bc3dc9d139e616c96368c6"
"01_正式知识源_70文件\HJ_1122-2020.md","457227","2699b119e20c133e11afa7c1a0ade6c0514e154ea23d3b2e00f6ddb00c872ebc"
"01_正式知识源_70文件\HJ_1207-2021.md","33831","acda5e58aa68a95473bf59c2c7b55aa957de1233fd81451bea584df0ada6a5f0"
"01_正式知识源_70文件\HJ_169-2018.md","136626","796e02218c2f89d42bae5d3be356d7062001cfdf8b3f7494cae81fe5301e9a6d"
"01_正式知识源_70文件\HJ_2025-2012.md","17330","a8d3d5796dab812e682a32dfd4ef204e2f7314a323df19a105e69bdd6024759b"
"01_正式知识源_70文件\HJ_2026-2013.md","27344","7987b42ebcea6402acc392264233f73b1333181b38c901884d941b1b085ead09"
"01_正式知识源_70文件\HJ_819-2017.md","27081","44d34be107e87ab9513d7df851ddb4ff793b33b14b12887faca6e5a8fe4e91a9"
"01_正式知识源_70文件\HJ_884-2018.md","23908","eb0813a14f360ff4ee29b71e969ff491e466c798bad114b17526f49eccb085d9"
"01_正式知识源_70文件\HJ_942.md","12969","43858d25aa74c5fdbd54b371c8d13cae19f3c5728054842f580bc264fe6d378d"
"01_正式知识源_70文件\national_economic_classification.json","494581","d9274e96488f687b5cc4c1f1d894825f4d464d0a76db5aad31141a19db75c957"
"01_正式知识源_70文件\national_economic_classification.jsonl","425548","8b093eaa02ca54a06262e14b9336ba21e18d064d7b5e2a3439135ca48a8d1161"
"01_正式知识源_70文件\plastic_rubber_industry_classification_checked.md","3825","758827ee6d34940c4161258b707316f9d8387a605de200dea16defa79da029c2"
"02_RAG分块向量与检索索引\01_父子分块\children.jsonl","11795003","a8be44a621a639aaa5cdac19b3d0696ff4b271298e7d1e111f13a35d2eea0c99"
"02_RAG分块向量与检索索引\01_父子分块\chunking_config.json","298","7f40deb7ca21a81ad43e22811229b51a70f200b36be9c14ef68ffbdc40a26d7f"
"02_RAG分块向量与检索索引\01_父子分块\parents.jsonl","4450268","b646b39525b2e1280da28f3f35bd868c6d6d63a8dbb23d783244cae20293f295"
"02_RAG分块向量与检索索引\01_父子分块\source_chunk_manifest.csv","7815","f7f65c6f088eb8e6fc8123d0c8d4c262a79f203d7f8f15395a9e5bbdbe2d4040"
"02_RAG分块向量与检索索引\02_子块向量_text-embedding-v4_1024\embedding_index_child.jsonl","75421477","75f50e6883541adf9363aa841cf1989f172cc5bf9fb79fde20227a961dfa3c74"
"02_RAG分块向量与检索索引\02_子块向量_text-embedding-v4_1024\embedding_manifest.json","1227","29d7e0ccee70e8497595d0d03e7e872ce84341adb91e44dd0a567fb3e256b357"
"02_RAG分块向量与检索索引\02_子块向量_text-embedding-v4_1024\embedding_reuse_report.json","327","8f0ea5e978cba2c12ab13f411d4b6a52aae947c290660373ebc3ac18eb3ac592"
"02_RAG分块向量与检索索引\03_混合检索索引\bm25_index.json","56719591","ebcbd15aef98a94addf64567a196dbe9e5e4edcbc1c0110c99f7f149c77e9550"
"02_RAG分块向量与检索索引\03_混合检索索引\child_cosine_flat.index","14061613","65201ceba9a23b1852044cc6e06ea86792b9b3a0977412fafbcbb6117f3d4667"
"02_RAG分块向量与检索索引\03_混合检索索引\child_embeddings_l2_normalized.npy","14061696","c96b4ddc1f6a723f7d8a4c99ee0cf0ed9549c0b1edf4f17e1d44df106208a658"
"02_RAG分块向量与检索索引\03_混合检索索引\child_metadata.jsonl","6287495","5cbb17e910d7b49d5733e470bca88d5387f0c010ce3c258cc190ed824bff7d65"
"02_RAG分块向量与检索索引\03_混合检索索引\parent_contexts.jsonl","4442059","bde28e505a52f7ad8040b02753aece5f9e6d93446874b4a830ed6f4fe88d578c"
"02_RAG分块向量与检索索引\03_混合检索索引\retrieval_registry.json","1350","ca9e84248fbabd75284f47d5f081936e2ac890aa425c448900f7cc0382fb1c90"
"02_RAG分块向量与检索索引\03_BM25检索索引\bm25_index.json","14504383","e9b9b3ed985eebf88fd5a7cdf2bd5b6b37bddc9a02b40eeced3eff82cf97264b"
"02_RAG分块向量与检索索引\03_BM25检索索引\retrieval_registry.json","252","1de2b5e86b0f724bf10c8d1e4de6317c988aaa4893fad6450502f245fdb08d6d"
"03_按问题类型分类_21题\01_国民经济行业分类问题\01_核心答案依据文件\national_economic_classification.jsonl","425548","8b093eaa02ca54a06262e14b9336ba21e18d064d7b5e2a3439135ca48a8d1161"
"03_按问题类型分类_21题\01_国民经济行业分类问题\01_核心答案依据文件\plastic_rubber_industry_classification_checked.md","3825","758827ee6d34940c4161258b707316f9d8387a605de200dea16defa79da029c2"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\#8_塑料制品业典型污染源及执行标准.csv","7067","c3ebd6ecb3a314ee2b1ce3478eafb224c1a0f8c7999e2cb5bb939db995fd8e15"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\#8_塑料制品业典型污染源及执行标准.md","3519","ebd01f6c56f8107ba3b29be2186931040170619ca9cdfa8f62cdc040f0bc4a4c"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\#9_塑料制品业产污系数_废气_官方手册.md","38514","0cc785c9c0f48eb83d172ea21f3a394c0719996112f9b099e38a547241b77750"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\#9_塑料制品业产污系数_废气_速查.md","5697","9c3f11542b148b1cb8eabee86847c5a92bab40259fdffde85ebc60258170e644"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\HJ_1122-2020.md","457227","2699b119e20c133e11afa7c1a0ade6c0514e154ea23d3b2e00f6ddb00c872ebc"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\HJ_1207-2021.md","33831","acda5e58aa68a95473bf59c2c7b55aa957de1233fd81451bea584df0ada6a5f0"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\national_economic_classification.json","494581","d9274e96488f687b5cc4c1f1d894825f4d464d0a76db5aad31141a19db75c957"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\national_economic_classification.jsonl","425548","8b093eaa02ca54a06262e14b9336ba21e18d064d7b5e2a3439135ca48a8d1161"
"03_按问题类型分类_21题\01_国民经济行业分类问题\02_实验Top5实际检索文件\plastic_rubber_industry_classification_checked.md","3825","758827ee6d34940c4161258b707316f9d8387a605de200dea16defa79da029c2"
"03_按问题类型分类_21题\01_国民经济行业分类问题\问题与文件映射.csv","2134","e15800eb5df8a547b8742295f329246ff498497d454227d53d38353b34ff5850"
"03_按问题类型分类_21题\01_国民经济行业分类问题\问题与文件映射.json","8138","6d9fe24693c908aa20abeb8c9f8197733764cc5fe62d5b97036e1bc1a9b57ca6"
"03_按问题类型分类_21题\01_国民经济行业分类问题\README.md","5610","7a5dfce2e045b8430782bbe540d288359896891dddd0507a5876be5306322bd7"
"03_按问题类型分类_21题\02_环境质量数据引用问题\01_核心答案依据文件\#6_2023年佛山市顺德区生态环境状态公报.txt","3561","31487d7dc5ced8cfbbfab120035556d15d9bc1a5fcab62828c437762ed60b0d9"
"03_按问题类型分类_21题\02_环境质量数据引用问题\01_核心答案依据文件\#6_2024年佛山市顺德区生态环境状态公报.txt","3138","70d6a0966106900a6ffe428ccf1b986480fe68f5b5ba420f829e2d9eca9e236d"
"03_按问题类型分类_21题\02_环境质量数据引用问题\02_实验Top5实际检索文件\#6_2023年佛山市顺德区生态环境状态公报.txt","3561","31487d7dc5ced8cfbbfab120035556d15d9bc1a5fcab62828c437762ed60b0d9"
"03_按问题类型分类_21题\02_环境质量数据引用问题\02_实验Top5实际检索文件\#6_2024年佛山市顺德区生态环境状态公报.txt","3138","70d6a0966106900a6ffe428ccf1b986480fe68f5b5ba420f829e2d9eca9e236d"
"03_按问题类型分类_21题\02_环境质量数据引用问题\02_实验Top5实际检索文件\#7_环境质量标准限值速查.md","15425","3f4db8f509f1fa0a545a54c6a4a93ac45cf0763b89c87961e6985e7ee320ab87"
"03_按问题类型分类_21题\02_环境质量数据引用问题\02_实验Top5实际检索文件\EVID_ENV_SHUNDE_2022.md","13959","73c022986aedeb92e59e35f9c92d7869475b86660ea70872df62767b3de3994d"
"03_按问题类型分类_21题\02_环境质量数据引用问题\02_实验Top5实际检索文件\GB_3095-2012.md","19189","cb39c81db4410d07d47df6ee57f3962b1ee80070859d164246fae4532b60b95d"
"03_按问题类型分类_21题\02_环境质量数据引用问题\02_实验Top5实际检索文件\GB_3838-2002.md","32995","10f73c7a954df549a25ea19cf497c0de59ea062fa2d455b4c2c9e0568e505eec"
"03_按问题类型分类_21题\02_环境质量数据引用问题\问题与文件映射.csv","1737","199d6f0acff74aa708f085a727fad2c4dfe86295c7eaecc25366aecb8cda9b9b"
"03_按问题类型分类_21题\02_环境质量数据引用问题\问题与文件映射.json","6271","e3776eb57af2a445477fbbcb176ee587d323d5fe042529bbdb4d496729c44e85"
"03_按问题类型分类_21题\02_环境质量数据引用问题\README.md","7508","1b0a7b2bbcf8de5b9675a7aeb817da27abd4b7a5e3bed51e40fd8bd0e5c28c61"
"03_按问题类型分类_21题\03_环评投资概算问题\01_核心答案依据文件\#2_环评投资核算指南.md","366","148e5c9d9c991c671536192f19d8f3334be73b64af88e775d49d56f6db1c3c0d"
"03_按问题类型分类_21题\03_环评投资概算问题\02_实验Top5实际检索文件\#2_环评投资核算指南.md","366","148e5c9d9c991c671536192f19d8f3334be73b64af88e775d49d56f6db1c3c0d"
"03_按问题类型分类_21题\03_环评投资概算问题\02_实验Top5实际检索文件\DB44_26-2001.md","53074","d42d2a095e0e9879a365309e94c4ef56b2052570307858a62f3a93d495d0fe9f"
"03_按问题类型分类_21题\03_环评投资概算问题\02_实验Top5实际检索文件\EVID_HW_LIST_2025.md","82958","ff593a895d7a1999484b5ad242b450f57742f4a4d6adbf0cce66bf2f274715ef"
"03_按问题类型分类_21题\03_环评投资概算问题\02_实验Top5实际检索文件\HJ_884-2018.md","23908","eb0813a14f360ff4ee29b71e969ff491e466c798bad114b17526f49eccb085d9"
"03_按问题类型分类_21题\03_环评投资概算问题\02_实验Top5实际检索文件\plastic_rubber_industry_classification_checked.md","3825","758827ee6d34940c4161258b707316f9d8387a605de200dea16defa79da029c2"
"03_按问题类型分类_21题\03_环评投资概算问题\问题与文件映射.csv","521","9c3ed834efacbc632a4f296cde92c215b8580e1f5c3d7458a2ac91084099e221"
"03_按问题类型分类_21题\03_环评投资概算问题\问题与文件映射.json","1768","5f83523198e64536f93cffcce4d42843dbd76e51d37df5511040ede12bdd41d3"
"03_按问题类型分类_21题\03_环评投资概算问题\README.md","2001","b24c4c6a5c01c7bce5e47855c249be115739ef56d4c5e6140748aa2d4de2b095"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\01_核心答案依据文件\DB44_2367-2022.md","40953","264cf199c9dca85e5d525be0c853071c31b0129cc5969827d462045ab2ee20c3"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\01_核心答案依据文件\GB_14554-93.md","10710","ec30cff8b2856a700618017a7f2b548111b9e421df18959bfd88f8ef6fb55dd7"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\01_核心答案依据文件\GB_31572-2015.md","59624","6832b4a13d2dbdd0eec35f9cfa2681950d32d7ec0dfb08a5ec3ab0772f632fe5"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\02_实验Top5实际检索文件\#8_GB31572表4排放限值.md","2166","2bce5e33461ba4c8376e1de66d4878ef75de16a0335b380d5d5eb5ea0b4dae41"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\02_实验Top5实际检索文件\DB44_2367-2022.md","40953","264cf199c9dca85e5d525be0c853071c31b0129cc5969827d462045ab2ee20c3"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\02_实验Top5实际检索文件\GB_14554-93.md","10710","ec30cff8b2856a700618017a7f2b548111b9e421df18959bfd88f8ef6fb55dd7"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\02_实验Top5实际检索文件\GB_31572-2015.md","59624","6832b4a13d2dbdd0eec35f9cfa2681950d32d7ec0dfb08a5ec3ab0772f632fe5"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\02_实验Top5实际检索文件\HJ_1122-2020.md","457227","2699b119e20c133e11afa7c1a0ade6c0514e154ea23d3b2e00f6ddb00c872ebc"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\问题与文件映射.csv","628","bf077a06ef9b22fdc0d1b39abeadb90737a8c04c12905b0705fa40e9f9e3867d"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\问题与文件映射.json","2018","0e3dd3118683c34565ba79153437b9cee3a72b1c4ceae54261026b93f119f653"
"03_按问题类型分类_21题\04_大气污染物排放标准问题\README.md","2409","89b61e66c71d4c268ec9aa5bab1a2e3d9cf011f83758f35f0475f686b9ef727f"
"03_按问题类型分类_21题\05_水污染物排放标准问题\01_核心答案依据文件\#7_收纳水体地表水执行标准.csv","6809","9d11719ae7e5e9e901f73984ecf2059f9568fbc6bd70e0d9bd727203008116ac"
"03_按问题类型分类_21题\05_水污染物排放标准问题\01_核心答案依据文件\DB44_26-2001.md","53074","d42d2a095e0e9879a365309e94c4ef56b2052570307858a62f3a93d495d0fe9f"
"03_按问题类型分类_21题\05_水污染物排放标准问题\01_核心答案依据文件\GB_T_18920-2020.md","9659","25eef0be2ba14686c217afe7a4adeb0c0c1a84f290bc3dc9d139e616c96368c6"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\#7_环境质量标准限值速查.md","15425","3f4db8f509f1fa0a545a54c6a4a93ac45cf0763b89c87961e6985e7ee320ab87"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\#7_收纳水体地表水执行标准.csv","6809","9d11719ae7e5e9e901f73984ecf2059f9568fbc6bd70e0d9bd727203008116ac"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\#8_塑料制品业典型污染源及执行标准.csv","7067","c3ebd6ecb3a314ee2b1ce3478eafb224c1a0f8c7999e2cb5bb939db995fd8e15"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\#8_塑料制品业典型污染源及执行标准.md","3519","ebd01f6c56f8107ba3b29be2186931040170619ca9cdfa8f62cdc040f0bc4a4c"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\DB44_26-2001.md","53074","d42d2a095e0e9879a365309e94c4ef56b2052570307858a62f3a93d495d0fe9f"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\EVID_GB18918_CURRENT.md","24589","601a59fc0a6b24ce1db6c879669f454bb58ac28bb506fdbf0d28e27ffb8b1d63"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\GB_3095-2012.md","19189","cb39c81db4410d07d47df6ee57f3962b1ee80070859d164246fae4532b60b95d"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\GB_3838-2002.md","32995","10f73c7a954df549a25ea19cf497c0de59ea062fa2d455b4c2c9e0568e505eec"
"03_按问题类型分类_21题\05_水污染物排放标准问题\02_实验Top5实际检索文件\GB_T_18920-2020.md","9659","25eef0be2ba14686c217afe7a4adeb0c0c1a84f290bc3dc9d139e616c96368c6"
"03_按问题类型分类_21题\05_水污染物排放标准问题\问题与文件映射.csv","2219","b6409da086a5844a0d2cfa08bf7a7f51a27982e117f4cced7b3609d8deee3e6c"
"03_按问题类型分类_21题\05_水污染物排放标准问题\问题与文件映射.json","6912","32b34aee9ecd330174537cc1cc064ffbe6da8c8eff02f327f17594be5478fb8a"
"03_按问题类型分类_21题\05_水污染物排放标准问题\README.md","6107","efb9a8d1fb8e2b462ae1435ac42462d41f62c9c436c63f409bd04d4df4cfa019"
"03_按问题类型分类_21题\06_噪声排放标准问题\01_核心答案依据文件\#7_GB12348噪声排放限值.md","143","cd428b8178c03d3743cb4e05d8bbac3c4c40a6909863ea0da59d538519df0534"
"03_按问题类型分类_21题\06_噪声排放标准问题\01_核心答案依据文件\GB_12348-2008.md","16412","d8b1ab8db64013c43ed7f93de0a6534974cbf210cbfdfda47ab87ea6513b42c5"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\#7_GB12348噪声排放限值.md","143","cd428b8178c03d3743cb4e05d8bbac3c4c40a6909863ea0da59d538519df0534"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\DB44_26-2001.md","53074","d42d2a095e0e9879a365309e94c4ef56b2052570307858a62f3a93d495d0fe9f"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\DB44_814-2010.md","18897","83ed57049f431197fe3d6ce48fe3cdb5d54db7941f85b6b04fb8685cb57db417"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\EVID_GB34330_2017.md","13768","f14780b5e13072c598b54c9578617c9cc236359f681a62e79a39380b740802de"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\GB_12348-2008.md","16412","d8b1ab8db64013c43ed7f93de0a6534974cbf210cbfdfda47ab87ea6513b42c5"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\GB_14554-93.md","10710","ec30cff8b2856a700618017a7f2b548111b9e421df18959bfd88f8ef6fb55dd7"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\GB_18597-2023.md","20220","805c19df30859a20df99ca05f13ac2f3484fe36c3d568b243d1b29fdd82d74bf"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\GB_3096-2008.md","28688","8a730ba3830b721e7f81b752c47547a2d24ae1c9327550fd472f123586b19ed0"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\GB_41616-2022.md","26707","0110e66b65b1317394d237899fd8bed8fcb83aa4ef51fcaa922a4d00418f994d"
"03_按问题类型分类_21题\06_噪声排放标准问题\02_实验Top5实际检索文件\GB_T_18920-2020.md","9659","25eef0be2ba14686c217afe7a4adeb0c0c1a84f290bc3dc9d139e616c96368c6"
"03_按问题类型分类_21题\06_噪声排放标准问题\问题与文件映射.csv","2049","c06558dd37a116d26c0495f60a0a231b2cade8dceb17f2b1e3622ab5a05ffcd5"
"03_按问题类型分类_21题\06_噪声排放标准问题\问题与文件映射.json","8127","25a4d0fa26a26d86f27cee0383fab8cbdcca560d8a92e570f27ab9ecad1059ed"
"03_按问题类型分类_21题\06_噪声排放标准问题\README.md","6030","8447fd190c5b5b7bb3252153174b034127d036606652fe8b7d55f49cb9f93ffc"
"03_按问题类型分类_21题\07_固体废物控制标准问题\01_核心答案依据文件\#8_塑料制品业典型污染源及执行标准.csv","7067","c3ebd6ecb3a314ee2b1ce3478eafb224c1a0f8c7999e2cb5bb939db995fd8e15"
